SID,COHORT_YEAR,COHORT_TERM,STUDENT_TYPE,GRADUATION_YEAR,GRADUATION_TERM,COLLEGE_CODE,COLLEGE,DEPARTMENT_CODE,DEPARTMENT
P64ZK5C4Q,2013,Fall,TRN,2016,Spring,BUS,Business,ACCT,Accounting
P6BPPM2RT,2010,Fall,FYS,2016,Spring,BUS,Business,ACCT,Accounting
KMYSGSP1K,2011,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
Z7GAYNSJT,2014,Spring,TRN,2016,Spring,BUS,Business,ACCT,Accounting
MRHI8O4I5,2014,Spring,TRN,2015,Fall,BUS,Business,ACCT,Accounting
XXG8VFF26,2010,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
6OA5YSZBX,2012,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
9R1XN9C57,2011,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
7NRUQC83U,2010,Fall,FYS,2014,Spring,BUS,Business,ACCT,Accounting
GIWIVR6I2,2012,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
4WJ4RSSWA,2010,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
0X1VYYG63,2011,Spring,TRN,2013,Fall,BUS,Business,ACCT,Accounting
GBH69MZX2,2011,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
OVY33VNDZ,2011,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
50PPTWXZE,2011,Fall,FYS,2016,Spring,BUS,Business,ACCT,Accounting
LYKQFEQS9,2011,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
HAPIA58MD,2012,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
SZHK939PM,2010,Fall,FYS,2014,Fall,BUS,Business,ACCT,Accounting
MLHVPOZLJ,2011,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
7SDVPSX5G,2012,Fall,TRN,2015,Spring,BUS,Business,ACCT,Accounting
6V91WD6SN,2010,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
MLVPPBA6A,2014,Fall,TRN,2016,Spring,BUS,Business,ACCT,Accounting
63ER3D49C,2012,Spring,TRN,2014,Fall,BUS,Business,ACCT,Accounting
94EZPL6R2,2012,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
GD4KR4809,2011,Fall,FYS,2016,Spring,BUS,Business,ACCT,Accounting
SLMRI4OT4,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
GV151I1LG,2015,Fall,TRN,2017,Spring,BUS,Business,ACCT,Accounting
60WU517EP,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
VYLEK40SD,2012,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
7PSFZVD55,2013,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
XKG0Z3LUA,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
I3WZSBVUY,2013,Spring,TRN,2015,Spring,BUS,Business,ACCT,Accounting
YNQVHA7D0,2013,Spring,TRN,2015,Fall,BUS,Business,ACCT,Accounting
4K13C9SNW,2013,Fall,TRN,2015,Fall,BUS,Business,ACCT,Accounting
CUPYCVLA3,2013,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
518FPMA64,2016,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
8MWUVRSPH,2014,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
8P9YTYUAX,2015,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
7AY9WJYVW,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
NEGQZWFWA,2015,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
TO2MGBSTU,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
EYL13F2UZ,2013,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
SHOOTM7G5,2015,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
1OK7AITMN,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
OSM1CLPBM,2012,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
6SQ9IOT4P,2016,Spring,TRN,2017,Fall,BUS,Business,ACCT,Accounting
6ZAAXPW12,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
W83O735X5,2014,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
CSOE6C4YG,2012,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
LXCJEJE9V,2015,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
0SXJ6L849,2015,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
BUOFM6U8W,2015,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
NXMG6G5RP,2010,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
NTHG4OLYH,2015,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
QDZGG4EXJ,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
BG99R2RVK,2014,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
ESPHJZ4DS,2013,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
6UXMRZR2B,2016,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
4OGCAZ36J,2014,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
DQHSG4MMF,2014,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
SWFV9IFO2,2015,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
6T6UJ9Q3J,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
WRJB8Y8PH,2013,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
ZZ7219DBT,2015,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
Y2R8NO4GE,2015,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
CN1PAVTFH,2017,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
J4C82U3NQ,2017,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
TYCHTVV49,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
2G1BWESPY,2015,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
89WQ5J14F,2013,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
SZNUAHKA7,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
QAI7LK5OO,2016,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
YQHI6DN7F,2013,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
HZ6WB6Q3B,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
N1P9D7JTY,2018,Spring,TRN,2019,Fall,BUS,Business,ACCT,Accounting
19N0BQ2RO,2016,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
XG6VLB16S,2017,Spring,TRN,2019,Fall,BUS,Business,ACCT,Accounting
3NHXV3S5X,2018,Spring,TRN,2020,Spring,BUS,Business,ACCT,Accounting
9JKZPDKW5,2017,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
S8AT1RXS7,2017,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
YGDS7GP7I,2016,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
MNU0Y44CT,2017,Fall,TRN,2019,Fall,BUS,Business,ACCT,Accounting
Z2CJF4CTZ,2018,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
ZXN6X8UWV,2016,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
BOD45ST57,2018,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
J2RK8BENB,2018,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
TX77CU5ZL,2016,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
BQRGXGTWB,2018,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
MUNOPGDBB,2017,Fall,TRN,2019,Fall,BUS,Business,ACCT,Accounting
N22NT2FV4,2016,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
STJVEU4K0,2016,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
EQFQ522DC,2014,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
X0V3SZ0VW,2013,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
FCWDCUBLH,2016,Fall,FYS,2021,Spring,BUS,Business,ACCT,Accounting
9GENVNXYG,2019,Spring,TRN,2020,Fall,BUS,Business,ACCT,Accounting
NZCWL9QUA,2018,Spring,TRN,2020,Fall,BUS,Business,ACCT,Accounting
OU0ZS2X7F,2017,Fall,FYS,2021,Spring,BUS,Business,ACCT,Accounting
OEGRWRA6O,2017,Fall,FYS,2021,Spring,BUS,Business,ACCT,Accounting
IJG27LIGK,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
60XMBDM1Q,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
730DVBSJI,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
6DTDX45FV,2019,Spring,TRN,2021,Spring,BUS,Business,ACCT,Accounting
7B2HJ73AG,2016,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
URSLKPB76,2017,Fall,FYS,2021,Spring,BUS,Business,ACCT,Accounting
QYTMMLDVL,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
6JY1PPESS,2018,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
BRHSN9DE9,2015,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
0YVSLR2R2,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
KRNWBR2Q0,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
9QNYVCL8A,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
G12TZD7RL,2016,Fall,FYS,2021,Spring,BUS,Business,ACCT,Accounting
QIY5ZS7GX,2016,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
3UEPTTS3V,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
M4Q0SE3I6,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
MUXY9K7ZH,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
NDAO0UW3S,2020,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
ENQ092LHG,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
Y6GVDJSX0,2017,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
LP7LTXKLP,2021,Spring,TRN,2022,Spring,BUS,Business,ACCT,Accounting
KFUS29IZT,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
V0HUR5VJJ,2019,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
JCDAYHZ5A,2015,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
JCDAYHZ5A,2015,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
HUJLPAW6D,2020,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
WQDLJ5SMX,2016,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
CFGXS45W4,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
V5HJ8YA9C,2018,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
V5HJ8YA9C,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
YRPEF26A2,2020,Spring,TRN,2021,Fall,BUS,Business,ACCT,Accounting
8TCV5QBH9,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
82M8AX6C1,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
SA1DN1OMP,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
A04SRSCYZ,2019,Spring,TRN,2021,Fall,BUS,Business,ACCT,Accounting
6TNQG1HAF,2020,Spring,TRN,2022,Spring,BUS,Business,ACCT,Accounting
CUZK7P857,2017,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
CX3FY2UOK,2017,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
WU4YXLZMX,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
8CQ32U9Y9,2017,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
8CQ32U9Y9,2017,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
LQ2G2EMVF,2015,Fall,TRN,2017,Spring,BUS,Business,ACCT,Accounting
9D5XOA2MU,2010,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
9D5XOA2MU,2010,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
GJ42B11C6,2011,Fall,TRN,2014,Fall,BUS,Business,ACCT,Accounting
F2CYU8E3I,2010,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
XE3TBSOAA,2015,Spring,TRN,2017,Spring,BUS,Business,ACCT,Accounting
NRECQWJBX,2012,Fall,TRN,2015,Spring,BUS,Business,ACCT,Accounting
HOVPTVLAI,2010,Fall,FYS,2014,Fall,BUS,Business,ACCT,Accounting
CWHNVJGH3,2012,Fall,TRN,2015,Spring,BUS,Business,ACCT,Accounting
VWZD0B99U,2012,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
JUX7I87XG,2010,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
ESH09FWNJ,2012,Spring,TRN,2014,Fall,BUS,Business,ACCT,Accounting
9MIUXDLG4,2012,Fall,FYS,2016,Spring,BUS,Business,ACCT,Accounting
UHGZBQF34,2012,Fall,TRN,2015,Spring,BUS,Business,ACCT,Accounting
AEJNPVGHB,2012,Fall,TRN,2015,Spring,BUS,Business,ACCT,Accounting
L1VY7YNKB,2010,Fall,FYS,2015,Fall,BUS,Business,ACCT,Accounting
H8FPVZO1D,2010,Fall,TRN,2012,Fall,BUS,Business,ACCT,Accounting
MYX7I3J03,2010,Fall,FYS,2015,Fall,BUS,Business,ACCT,Accounting
W7AGP4PDY,2013,Fall,TRN,2015,Spring,BUS,Business,ACCT,Accounting
86JUZS12R,2012,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
0UZQWGJ6P,2010,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
XJJQG838X,2014,Fall,TRN,2016,Spring,BUS,Business,ACCT,Accounting
Y69B8F96K,2011,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
15CF7P8ZJ,2011,Spring,TRN,2013,Spring,BUS,Business,ACCT,Accounting
41SVV656R,2012,Fall,TRN,2015,Spring,BUS,Business,ACCT,Accounting
KUVOH1N1T,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
8WHUHS3T8,2010,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
GMWIWOD63,2013,Fall,TRN,2017,Spring,BUS,Business,ACCT,Accounting
DCL0JHQ2B,2010,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
TBEPWROL7,2012,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
5MV29JNUA,2012,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
Y1YXJPNCL,2012,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
5ZBQ2847Q,2011,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
127MA9H46,2011,Spring,TRN,2015,Spring,BUS,Business,ACCT,Accounting
387V19IWF,2012,Fall,TRN,2014,Fall,BUS,Business,ACCT,Accounting
D1GOBUA6M,2012,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
4W8LLXXFW,2012,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
PWC31TLY6,2011,Fall,TRN,2015,Spring,BUS,Business,ACCT,Accounting
BCTW876SE,2011,Fall,TRN,2014,Fall,BUS,Business,ACCT,Accounting
MBM83OG3A,2010,Fall,FYS,2015,Fall,BUS,Business,ACCT,Accounting
R0UMEAL06,2011,Spring,TRN,2013,Fall,BUS,Business,ACCT,Accounting
4FELQ3IH0,2011,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
RPGYFZH1G,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
BESHHW8JW,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
OVBBT250Y,2010,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
T8T7KAQ5V,2011,Spring,FYS,2014,Fall,BUS,Business,ACCT,Accounting
3OOX212DZ,2013,Fall,TRN,2015,Fall,BUS,Business,ACCT,Accounting
7D2PBCVQ9,2013,Fall,TRN,2016,Spring,BUS,Business,ACCT,Accounting
LD7IJXAE1,2011,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
OS7A8Q22A,2011,Fall,TRN,2014,Fall,BUS,Business,ACCT,Accounting
SRJGD7UI7,2011,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
79KHIOH52,2011,Fall,TRN,2013,Fall,BUS,Business,ACCT,Accounting
2VJ7BNF3C,2011,Fall,FYS,2015,Fall,BUS,Business,ACCT,Accounting
JZNTGIMAB,2011,Spring,TRN,2014,Spring,BUS,Business,ACCT,Accounting
2G5QT513W,2011,Fall,FYS,2016,Spring,BUS,Business,ACCT,Accounting
7M0AMFAXS,2011,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
T66CSIXF3,2011,Fall,FYS,2016,Spring,BUS,Business,ACCT,Accounting
GBC56SD63,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
VEJVEHOW3,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
PNT9G7AX5,2011,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
BLXUDJK91,2010,Fall,TRN,2012,Fall,BUS,Business,ACCT,Accounting
WMJY0VXDG,2012,Fall,TRN,2014,Fall,BUS,Business,ACCT,Accounting
VYR3VBCJQ,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
K8Q99Q8UJ,2012,Fall,FYS,2015,Fall,BUS,Business,ACCT,Accounting
PCP4C69L2,2013,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
GUVMGU9L7,2016,Spring,TRN,2018,Spring,BUS,Business,ACCT,Accounting
KL5VSZMBG,2013,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
ZLDSDVPUT,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
5VOAHWQCN,2015,Spring,TRN,2017,Fall,BUS,Business,ACCT,Accounting
9DQUYZSCX,2014,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
ZLD47EDBM,2015,Spring,TRN,2017,Fall,BUS,Business,ACCT,Accounting
T4O4AADJ1,2016,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
IQK1J3E4F,2013,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
P67QWSNR6,2012,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
OLH69ORVC,2013,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
QRYDQOXY0,2012,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
QMOMEGXK8,2013,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
9B8ZLFIHE,2013,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
ADR133VZD,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
U8Y1KB8WL,2014,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
XK746YRTC,2013,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
PXGAO7B61,2016,Spring,TRN,2018,Spring,BUS,Business,ACCT,Accounting
2S8TABRWX,2016,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
JQPLYF61M,2015,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
JQPLYF61M,2015,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
H18GIMFYU,2014,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
3AZNFPO2R,2013,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
J4W3PI4R4,2013,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
FIXFDXA2F,2013,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
VN8YBRPUE,2016,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
3NSAZRI48,2012,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
2JWATXBSH,2014,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
I8U1XJXYR,2013,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
MSS5I1FEP,2014,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
HNU28QNY8,2014,Spring,TRN,2018,Fall,BUS,Business,ACCT,Accounting
YNFRZC17O,2015,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
VHI1JHWSC,2015,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
LFVONIDQB,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
SU5PXJM9K,2014,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
C1PHWNAZZ,2016,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
I2PXQQAGG,2015,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
YWS8V7140,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
ZMTIEPLPD,2015,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
L82WEOGLP,2013,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
TZ0EW7EJC,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
ISOHVFD9M,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
FYBXVD3IY,2016,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
GK0ENERSB,2014,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
HEGJOC54J,2015,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
8UGOW9O3R,2014,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
PDQVFGBKW,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
KCAETFZA8,2016,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
4SNWBHBCZ,2015,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
ZPAOK7MMR,2017,Spring,TRN,2019,Spring,BUS,Business,ACCT,Accounting
Z13M7ECWB,2014,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
T5NP0CD2U,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
KOUO4GQAL,2014,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
5VZPK6W8M,2016,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
KXPVY6ENZ,2018,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
AATSNGXAA,2016,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
JEAXLD888,2017,Spring,TRN,2020,Spring,BUS,Business,ACCT,Accounting
EB89L2Z30,2017,Spring,TRN,2019,Fall,BUS,Business,ACCT,Accounting
MWLUU1L0D,2016,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
GHAAAQX9W,2017,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
516KKTJCA,2014,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
61YNGTIAU,2016,Fall,TRN,2019,Fall,BUS,Business,ACCT,Accounting
D0YZ5M599,2017,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
DHQXD4I3E,2017,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
ZMWZSXMMA,2017,Fall,TRN,2019,Fall,BUS,Business,ACCT,Accounting
E3EC1526G,2017,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
1O616TPQ5,2016,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
DNN7HGYBC,2018,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
ZTOA4GTHO,2018,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
GTLNT5W5F,2017,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
BRJVM4NOS,2018,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
FEDI375IJ,2014,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
27M4RJECM,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
AHL7MJ8M7,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
8VIUHA8KQ,2018,Spring,TRN,2020,Spring,BUS,Business,ACCT,Accounting
OX74RVH84,2013,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
TPEMI75PU,2017,Fall,TRN,2019,Fall,BUS,Business,ACCT,Accounting
65L26QW4N,2018,Spring,TRN,2020,Spring,BUS,Business,ACCT,Accounting
EHEBEYH0W,2018,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
3CFUFFHAL,2016,Spring,FYS,2019,Fall,BUS,Business,ACCT,Accounting
346YV97EG,2015,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
507T42XO2,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
K96O8RHW7,2016,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
TQ8NF40MF,2019,Spring,TRN,2021,Spring,BUS,Business,ACCT,Accounting
A0M6JQ180,2019,Spring,TRN,2021,Spring,BUS,Business,ACCT,Accounting
2FGJ8PY0N,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
EG8ZMFUTM,2016,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
LJM3HSF4T,2014,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
4H4E3WWD1,2019,Spring,TRN,2020,Fall,BUS,Business,ACCT,Accounting
4H4E3WWD1,2019,Spring,TRN,2022,Spring,BUS,Business,ACCT,Accounting
E9982RFW4,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
VH9XQ4UAZ,2016,Fall,FYS,2021,Spring,BUS,Business,ACCT,Accounting
RJJDIZ56L,2019,Spring,TRN,2020,Fall,BUS,Business,ACCT,Accounting
9KUIDO6ZJ,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
01CQ53MD9,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
6S9TXW9T0,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
KGO8KWKIF,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
KGO8KWKIF,2018,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
SMENZ7BKE,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
79IDUDX7C,2014,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
O67HFSWEO,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
TCAXNH627,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
UCFM9MR63,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
9RD0L19LR,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
EGTPUMQWL,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
Z4IFUK4PA,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
EE3BNUDZN,2016,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
SDHYC3PHY,2016,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
